date,store_id,mall_location,weekday,week_of_year,promotion,scheduled_pt_hours,punch_pt_hours,sales
2024-04-24,SquareOne,Square One Shopping Centre,Wednesday,17,0,93.00,93.25,18418.85
2024-04-25,SquareOne,Square One Shopping Centre,Thursday,17,0,94.75,94.00,17654.53
2024-04-26,SquareOne,Square One Shopping Centre,Friday,17,0,100.50,101.25,21345.80
2024-04-27,SquareOne,Square One Shopping Centre,Saturday,17,0,98.50,98.00,21239.07
2024-04-28,SquareOne,Square One Shopping Centre,Sunday,17,0,97.00,95.25,18561.10
2024-04-29,SquareOne,Square One Shopping Centre,Monday,18,1,96.75,95.75,20718.30
2024-04-30,SquareOne,Square One Shopping Centre,Tuesday,18,0,92.00,93.00,15356.42
2024-05-01,SquareOne,Square One Shopping Centre,Wednesday,18,1,109.50,110.50,24735.54
2024-05-02,SquareOne,Square One Shopping Centre,Thursday,18,0,89.25,89.50,16041.53
2024-05-03,SquareOne,Square One Shopping Centre,Friday,18,0,95.50,96.50,16136.07
2024-05-04,SquareOne,Square One Shopping Centre,Saturday,18,0,100.75,102.00,21748.16
2024-05-05,SquareOne,Square One Shopping Centre,Sunday,18,0,95.25,95.75,18384.78
2024-05-06,SquareOne,Square One Shopping Centre,Monday,19,0,90.50,90.25,16545.83
2024-05-07,SquareOne,Square One Shopping Centre,Tuesday,19,0,92.25,93.25,16042.22
2024-05-08,SquareOne,Square One Shopping Centre,Wednesday,19,0,89.25,89.25,18129.25
2024-05-09,SquareOne,Square One Shopping Centre,Thursday,19,0,84.50,84.50,14750.16
2024-05-10,SquareOne,Square One Shopping Centre,Friday,19,0,95.75,97.00,18712.58
2024-05-11,SquareOne,Square One Shopping Centre,Saturday,19,1,120.00,121.00,24967.45
2024-05-12,SquareOne,Square One Shopping Centre,Sunday,19,0,92.75,92.25,18276.34
2024-05-13,SquareOne,Square One Shopping Centre,Monday,20,0,86.50,86.50,15142.54
2024-05-14,SquareOne,Square One Shopping Centre,Tuesday,20,0,86.50,83.50,16643.38
2024-05-15,SquareOne,Square One Shopping Centre,Wednesday,20,0,93.50,95.75,16741.50
2024-05-16,SquareOne,Square One Shopping Centre,Thursday,20,0,88.25,87.25,14862.57
2024-05-17,SquareOne,Square One Shopping Centre,Friday,20,0,92.75,91.75,18151.23
2024-05-18,SquareOne,Square One Shopping Centre,Saturday,20,0,103.75,103.75,20517.45
2024-05-19,SquareOne,Square One Shopping Centre,Sunday,20,1,106.75,106.00,28010.96
2024-05-20,SquareOne,Square One Shopping Centre,Monday,21,1,96.50,96.25,24361.26
2024-05-21,SquareOne,Square One Shopping Centre,Tuesday,21,0,91.00,92.50,16296.46
2024-05-22,SquareOne,Square One Shopping Centre,Wednesday,21,0,88.75,89.75,16129.89
2024-05-23,SquareOne,Square One Shopping Centre,Thursday,21,0,92.75,92.00,16600.94
2024-05-24,SquareOne,Square One Shopping Centre,Friday,21,0,91.50,91.00,20256.75
2024-05-25,SquareOne,Square One Shopping Centre,Saturday,21,0,98.50,99.25,21542.39
2024-05-26,SquareOne,Square One Shopping Centre,Sunday,21,0,95.00,94.75,19245.54
2024-05-27,SquareOne,Square One Shopping Centre,Monday,22,0,87.75,86.75,16030.04
2024-05-28,SquareOne,Square One Shopping Centre,Tuesday,22,0,94.00,93.75,15993.00
2024-05-29,SquareOne,Square One Shopping Centre,Wednesday,22,0,90.00,89.00,16196.42
2024-05-30,SquareOne,Square One Shopping Centre,Thursday,22,0,92.25,91.00,15658.83
2024-05-31,SquareOne,Square One Shopping Centre,Friday,22,0,97.00,98.50,21757.01
2024-06-01,SquareOne,Square One Shopping Centre,Saturday,22,0,96.25,96.75,22492.11
2024-06-02,SquareOne,Square One Shopping Centre,Sunday,22,0,105.75,103.75,20722.99
2024-06-03,SquareOne,Square One Shopping Centre,Monday,23,1,102.25,99.25,17861.93
2024-06-04,SquareOne,Square One Shopping Centre,Tuesday,23,0,86.00,85.25,15986.96
2024-06-05,SquareOne,Square One Shopping Centre,Wednesday,23,1,101.50,101.50,24724.06
2024-06-06,SquareOne,Square One Shopping Centre,Thursday,23,0,86.50,86.75,19093.01
2024-06-07,SquareOne,Square One Shopping Centre,Friday,23,0,96.75,96.50,18538.03
2024-06-08,SquareOne,Square One Shopping Centre,Saturday,23,0,102.25,102.50,21123.71
2024-06-09,SquareOne,Square One Shopping Centre,Sunday,23,0,100.00,100.25,19870.59
2024-06-10,SquareOne,Square One Shopping Centre,Monday,24,0,83.00,82.50,19252.66
2024-06-11,SquareOne,Square One Shopping Centre,Tuesday,24,0,83.25,84.00,15230.88
2024-06-12,SquareOne,Square One Shopping Centre,Wednesday,24,0,84.50,85.00,16121.90
2024-06-13,SquareOne,Square One Shopping Centre,Thursday,24,0,87.75,89.75,17223.64
2024-06-14,SquareOne,Square One Shopping Centre,Friday,24,0,95.75,95.50,17104.71
2024-06-15,SquareOne,Square One Shopping Centre,Saturday,24,0,107.50,107.00,21054.44
2024-06-16,SquareOne,Square One Shopping Centre,Sunday,24,0,98.00,98.75,19816.17
2024-06-17,SquareOne,Square One Shopping Centre,Monday,25,0,87.00,86.25,15096.25
2024-06-18,SquareOne,Square One Shopping Centre,Tuesday,25,0,88.75,89.00,18368.02
2024-06-19,SquareOne,Square One Shopping Centre,Wednesday,25,0,86.00,84.50,15470.76
2024-06-20,SquareOne,Square One Shopping Centre,Thursday,25,0,88.75,88.00,15574.92
2024-06-21,SquareOne,Square One Shopping Centre,Friday,25,0,94.00,94.50,17592.47
2024-06-22,SquareOne,Square One Shopping Centre,Saturday,25,0,106.00,107.50,22457.56
2024-06-23,SquareOne,Square One Shopping Centre,Sunday,25,0,94.50,94.00,18123.59
2024-06-24,SquareOne,Square One Shopping Centre,Monday,26,0,85.75,86.75,14908.79
2024-06-25,SquareOne,Square One Shopping Centre,Tuesday,26,0,86.75,87.00,16000.64
2024-06-26,SquareOne,Square One Shopping Centre,Wednesday,26,0,87.50,86.00,17878.57
2024-06-27,SquareOne,Square One Shopping Centre,Thursday,26,0,90.75,92.00,16997.33
2024-06-28,SquareOne,Square One Shopping Centre,Friday,26,0,93.50,93.25,18120.34
2024-06-29,SquareOne,Square One Shopping Centre,Saturday,26,0,100.50,100.00,19388.77
2024-06-30,SquareOne,Square One Shopping Centre,Sunday,26,0,98.50,97.75,18626.11
2024-07-01,SquareOne,Square One Shopping Centre,Monday,27,0,81.00,81.25,13718.19
2024-07-02,SquareOne,Square One Shopping Centre,Tuesday,27,0,88.75,90.25,15507.94
2024-07-03,SquareOne,Square One Shopping Centre,Wednesday,27,0,98.25,97.50,15538.13
2024-07-04,SquareOne,Square One Shopping Centre,Thursday,27,0,91.75,90.25,14388.96
2024-07-05,SquareOne,Square One Shopping Centre,Friday,27,0,85.75,85.75,19021.43
2024-07-06,SquareOne,Square One Shopping Centre,Saturday,27,0,104.50,106.25,18844.09
2024-07-07,SquareOne,Square One Shopping Centre,Sunday,27,0,97.00,96.75,21211.84
2024-07-08,SquareOne,Square One Shopping Centre,Monday,28,0,86.25,86.00,17038.80
2024-07-09,SquareOne,Square One Shopping Centre,Tuesday,28,0,84.25,84.50,12905.89
2024-07-10,SquareOne,Square One Shopping Centre,Wednesday,28,0,90.00,89.25,16609.03
2024-07-11,SquareOne,Square One Shopping Centre,Thursday,28,0,90.75,92.75,17318.13
2024-07-12,SquareOne,Square One Shopping Centre,Friday,28,0,90.75,91.75,17199.78
2024-07-13,SquareOne,Square One Shopping Centre,Saturday,28,0,97.00,96.25,23170.06
2024-07-14,SquareOne,Square One Shopping Centre,Sunday,28,0,97.00,97.25,19182.66
2024-07-15,SquareOne,Square One Shopping Centre,Monday,29,0,88.00,88.75,12927.31
2024-07-16,SquareOne,Square One Shopping Centre,Tuesday,29,0,85.75,86.00,14598.65
2024-07-17,SquareOne,Square One Shopping Centre,Wednesday,29,0,88.00,89.00,17863.88
2024-07-18,SquareOne,Square One Shopping Centre,Thursday,29,0,89.75,88.75,18549.49
2024-07-19,SquareOne,Square One Shopping Centre,Friday,29,0,92.00,91.50,16972.62
2024-07-20,SquareOne,Square One Shopping Centre,Saturday,29,1,118.25,119.50,28822.37
2024-07-21,SquareOne,Square One Shopping Centre,Sunday,29,1,110.75,111.25,21614.63
2024-07-22,SquareOne,Square One Shopping Centre,Monday,30,0,84.50,85.25,13504.90
2024-07-23,SquareOne,Square One Shopping Centre,Tuesday,30,0,86.50,86.75,14660.80
2024-07-24,SquareOne,Square One Shopping Centre,Wednesday,30,0,89.00,87.75,17306.57
2024-07-25,SquareOne,Square One Shopping Centre,Thursday,30,0,87.00,85.75,16686.53
2024-07-26,SquareOne,Square One Shopping Centre,Friday,30,0,91.00,91.25,18874.70
2024-07-27,SquareOne,Square One Shopping Centre,Saturday,30,0,101.75,101.75,19341.32
2024-07-28,SquareOne,Square One Shopping Centre,Sunday,30,1,113.75,116.25,28475.66
2024-07-29,SquareOne,Square One Shopping Centre,Monday,31,0,84.00,85.00,16562.09
2024-07-30,SquareOne,Square One Shopping Centre,Tuesday,31,1,101.75,102.00,20897.01
2024-07-31,SquareOne,Square One Shopping Centre,Wednesday,31,0,86.25,87.50,13851.50
2024-08-01,SquareOne,Square One Shopping Centre,Thursday,31,1,96.75,97.75,18380.25
2024-08-02,SquareOne,Square One Shopping Centre,Friday,31,0,86.00,88.00,17364.42
2024-08-03,SquareOne,Square One Shopping Centre,Saturday,31,1,115.25,116.50,23242.76
2024-08-04,SquareOne,Square One Shopping Centre,Sunday,31,0,95.00,94.25,21080.92
2024-08-05,SquareOne,Square One Shopping Centre,Monday,32,0,82.50,81.50,15075.89
2024-08-06,SquareOne,Square One Shopping Centre,Tuesday,32,0,87.00,84.00,15131.58
2024-08-07,SquareOne,Square One Shopping Centre,Wednesday,32,1,102.00,101.50,20306.44
2024-08-08,SquareOne,Square One Shopping Centre,Thursday,32,0,88.25,87.50,14407.82
2024-08-09,SquareOne,Square One Shopping Centre,Friday,32,0,89.50,87.50,13526.96
2024-08-10,SquareOne,Square One Shopping Centre,Saturday,32,0,95.50,94.25,18966.60
2024-08-11,SquareOne,Square One Shopping Centre,Sunday,32,0,90.25,91.25,19825.85
2024-08-12,SquareOne,Square One Shopping Centre,Monday,33,0,79.50,79.75,12517.96
2024-08-13,SquareOne,Square One Shopping Centre,Tuesday,33,0,82.00,81.00,16917.20
2024-08-14,SquareOne,Square One Shopping Centre,Wednesday,33,0,87.00,87.75,14861.05
2024-08-15,SquareOne,Square One Shopping Centre,Thursday,33,0,81.75,84.75,15490.24
2024-08-16,SquareOne,Square One Shopping Centre,Friday,33,0,95.00,96.00,18506.75
2024-08-17,SquareOne,Square One Shopping Centre,Saturday,33,0,94.75,93.50,20466.60
2024-08-18,SquareOne,Square One Shopping Centre,Sunday,33,0,85.50,84.25,17360.29
2024-08-19,SquareOne,Square One Shopping Centre,Monday,34,0,79.00,80.00,15219.63
2024-08-20,SquareOne,Square One Shopping Centre,Tuesday,34,0,83.50,83.75,13847.88
2024-08-21,SquareOne,Square One Shopping Centre,Wednesday,34,0,82.50,82.75,13945.32
2024-08-22,SquareOne,Square One Shopping Centre,Thursday,34,0,81.25,79.50,13464.24
2024-08-23,SquareOne,Square One Shopping Centre,Friday,34,0,92.50,91.75,14528.18
2024-08-24,SquareOne,Square One Shopping Centre,Saturday,34,0,95.50,96.75,21251.36
2024-08-25,SquareOne,Square One Shopping Centre,Sunday,34,0,82.00,82.25,15949.16
2024-08-26,SquareOne,Square One Shopping Centre,Monday,35,0,80.25,79.00,15103.89
2024-08-27,SquareOne,Square One Shopping Centre,Tuesday,35,0,84.50,86.75,14137.62
2024-08-28,SquareOne,Square One Shopping Centre,Wednesday,35,0,86.50,86.25,13061.62
2024-08-29,SquareOne,Square One Shopping Centre,Thursday,35,0,80.25,78.50,14975.74
2024-08-30,SquareOne,Square One Shopping Centre,Friday,35,0,89.75,88.50,20216.25
2024-08-31,SquareOne,Square One Shopping Centre,Saturday,35,0,92.00,91.75,16279.06
2024-09-01,SquareOne,Square One Shopping Centre,Sunday,35,0,92.25,93.00,15733.77
2024-09-02,SquareOne,Square One Shopping Centre,Monday,36,0,79.50,78.75,12372.28
2024-09-03,SquareOne,Square One Shopping Centre,Tuesday,36,0,82.50,84.25,12388.25
2024-09-04,SquareOne,Square One Shopping Centre,Wednesday,36,0,80.50,79.25,13292.45
2024-09-05,SquareOne,Square One Shopping Centre,Thursday,36,0,80.50,81.00,12754.84
2024-09-06,SquareOne,Square One Shopping Centre,Friday,36,0,80.50,81.25,13245.01
2024-09-07,SquareOne,Square One Shopping Centre,Saturday,36,1,110.25,109.25,25519.17
2024-09-08,SquareOne,Square One Shopping Centre,Sunday,36,0,86.00,87.50,16695.78
2024-09-09,SquareOne,Square One Shopping Centre,Monday,37,0,74.00,72.25,11563.37
2024-09-10,SquareOne,Square One Shopping Centre,Tuesday,37,0,79.25,79.00,12855.06
2024-09-11,SquareOne,Square One Shopping Centre,Wednesday,37,0,78.50,78.00,12938.32
2024-09-12,SquareOne,Square One Shopping Centre,Thursday,37,0,86.50,86.25,15090.13
2024-09-13,SquareOne,Square One Shopping Centre,Friday,37,0,85.75,86.50,14811.26
2024-09-14,SquareOne,Square One Shopping Centre,Saturday,37,0,92.75,94.25,16628.19
2024-09-15,SquareOne,Square One Shopping Centre,Sunday,37,0,87.75,85.50,14155.65
2024-09-16,SquareOne,Square One Shopping Centre,Monday,38,1,94.25,97.00,18767.36
2024-09-17,SquareOne,Square One Shopping Centre,Tuesday,38,0,78.25,78.50,13027.02
2024-09-18,SquareOne,Square One Shopping Centre,Wednesday,38,0,85.00,83.25,13749.11
2024-09-19,SquareOne,Square One Shopping Centre,Thursday,38,0,80.25,78.50,13463.44
2024-09-20,SquareOne,Square One Shopping Centre,Friday,38,0,86.75,85.75,16163.43
2024-09-21,SquareOne,Square One Shopping Centre,Saturday,38,1,108.25,108.00,21081.53
2024-09-22,SquareOne,Square One Shopping Centre,Sunday,38,0,92.75,90.50,16013.04
2024-09-23,SquareOne,Square One Shopping Centre,Monday,39,0,81.75,78.75,12771.99
2024-09-24,SquareOne,Square One Shopping Centre,Tuesday,39,0,74.50,75.50,11294.45
2024-09-25,SquareOne,Square One Shopping Centre,Wednesday,39,0,84.00,85.25,13013.31
2024-09-26,SquareOne,Square One Shopping Centre,Thursday,39,0,80.50,79.25,11746.27
2024-09-27,SquareOne,Square One Shopping Centre,Friday,39,0,82.25,82.25,13151.54
2024-09-28,SquareOne,Square One Shopping Centre,Saturday,39,1,103.75,105.25,20910.08
2024-09-29,SquareOne,Square One Shopping Centre,Sunday,39,0,90.00,88.00,14861.61
2024-09-30,SquareOne,Square One Shopping Centre,Monday,40,1,92.25,92.50,16741.42
2024-10-01,SquareOne,Square One Shopping Centre,Tuesday,40,0,80.00,79.50,12275.96
2024-10-02,SquareOne,Square One Shopping Centre,Wednesday,40,0,80.25,80.75,13178.01
2024-10-03,SquareOne,Square One Shopping Centre,Thursday,40,0,76.50,77.00,11331.66
2024-10-04,SquareOne,Square One Shopping Centre,Friday,40,0,80.50,79.25,12434.83
2024-10-05,SquareOne,Square One Shopping Centre,Saturday,40,0,94.00,94.50,15196.59
2024-10-06,SquareOne,Square One Shopping Centre,Sunday,40,0,92.00,92.50,16441.41
2024-10-07,SquareOne,Square One Shopping Centre,Monday,41,0,77.25,78.25,12878.28
2024-10-08,SquareOne,Square One Shopping Centre,Tuesday,41,1,90.50,91.50,18524.07
2024-10-09,SquareOne,Square One Shopping Centre,Wednesday,41,0,77.75,77.75,10601.10
2024-10-10,SquareOne,Square One Shopping Centre,Thursday,41,0,82.25,81.25,14515.54
2024-10-11,SquareOne,Square One Shopping Centre,Friday,41,0,84.25,84.00,15657.81
2024-10-12,SquareOne,Square One Shopping Centre,Saturday,41,0,84.25,84.00,17005.07
2024-10-13,SquareOne,Square One Shopping Centre,Sunday,41,0,88.25,90.25,15038.88
2024-10-14,SquareOne,Square One Shopping Centre,Monday,42,0,77.50,79.25,11977.19
2024-10-15,SquareOne,Square One Shopping Centre,Tuesday,42,0,78.50,78.25,11888.90
2024-10-16,SquareOne,Square One Shopping Centre,Wednesday,42,0,80.75,82.75,12967.01
2024-10-17,SquareOne,Square One Shopping Centre,Thursday,42,0,83.50,85.00,15060.67
2024-10-18,SquareOne,Square One Shopping Centre,Friday,42,0,88.75,87.75,15320.24
2024-10-19,SquareOne,Square One Shopping Centre,Saturday,42,0,93.75,93.25,18282.86
2024-10-20,SquareOne,Square One Shopping Centre,Sunday,42,1,104.25,106.25,22278.80
2024-10-21,SquareOne,Square One Shopping Centre,Monday,43,0,81.50,81.25,13131.54
2024-10-22,SquareOne,Square One Shopping Centre,Tuesday,43,0,82.25,83.75,13280.50
2024-10-23,SquareOne,Square One Shopping Centre,Wednesday,43,0,81.50,79.50,12615.86
2024-10-24,SquareOne,Square One Shopping Centre,Thursday,43,0,83.00,83.75,15457.44
2024-10-25,SquareOne,Square One Shopping Centre,Friday,43,0,81.50,80.50,15048.62
2024-10-26,SquareOne,Square One Shopping Centre,Saturday,43,0,86.75,83.75,15845.53
2024-10-27,SquareOne,Square One Shopping Centre,Sunday,43,0,89.00,90.25,14732.44
2024-10-28,SquareOne,Square One Shopping Centre,Monday,44,0,80.75,80.25,10913.10
2024-10-29,SquareOne,Square One Shopping Centre,Tuesday,44,0,86.25,83.75,13073.59
2024-10-30,SquareOne,Square One Shopping Centre,Wednesday,44,0,77.75,78.25,11763.90
2024-10-31,SquareOne,Square One Shopping Centre,Thursday,44,0,83.00,82.00,15376.34
2024-11-01,SquareOne,Square One Shopping Centre,Friday,44,0,81.75,82.25,15027.16
2024-11-02,SquareOne,Square One Shopping Centre,Saturday,44,0,89.25,87.75,16756.97
2024-11-03,SquareOne,Square One Shopping Centre,Sunday,44,0,91.00,89.75,14974.00
2024-11-04,SquareOne,Square One Shopping Centre,Monday,45,0,81.75,82.25,11881.99
2024-11-05,SquareOne,Square One Shopping Centre,Tuesday,45,0,83.00,82.00,11591.22
2024-11-06,SquareOne,Square One Shopping Centre,Wednesday,45,0,85.00,83.50,15890.10
2024-11-07,SquareOne,Square One Shopping Centre,Thursday,45,0,83.75,84.00,12506.05
2024-11-08,SquareOne,Square One Shopping Centre,Friday,45,0,87.00,87.75,15212.28
2024-11-09,SquareOne,Square One Shopping Centre,Saturday,45,0,92.75,95.00,16393.96
2024-11-10,SquareOne,Square One Shopping Centre,Sunday,45,0,87.00,87.75,18033.60
2024-11-11,SquareOne,Square One Shopping Centre,Monday,46,0,80.00,79.25,11754.15
2024-11-12,SquareOne,Square One Shopping Centre,Tuesday,46,0,85.00,86.00,13069.09
2024-11-13,SquareOne,Square One Shopping Centre,Wednesday,46,0,85.75,85.50,11534.56
2024-11-14,SquareOne,Square One Shopping Centre,Thursday,46,1,95.25,96.00,20835.02
2024-11-15,SquareOne,Square One Shopping Centre,Friday,46,0,86.50,85.75,14235.24
2024-11-16,SquareOne,Square One Shopping Centre,Saturday,46,0,88.25,88.25,20392.51
2024-11-17,SquareOne,Square One Shopping Centre,Sunday,46,0,93.25,92.00,16852.05
2024-11-18,SquareOne,Square One Shopping Centre,Monday,47,0,81.25,79.00,12879.53
2024-11-19,SquareOne,Square One Shopping Centre,Tuesday,47,0,90.75,90.50,16532.11
2024-11-20,SquareOne,Square One Shopping Centre,Wednesday,47,1,95.50,94.00,21158.64
2024-11-21,SquareOne,Square One Shopping Centre,Thursday,47,0,86.25,84.75,16227.10
2024-11-22,SquareOne,Square One Shopping Centre,Friday,47,0,85.50,86.25,15108.84
2024-11-23,SquareOne,Square One Shopping Centre,Saturday,47,0,95.00,95.75,17768.11
2024-11-24,SquareOne,Square One Shopping Centre,Sunday,47,0,89.00,87.50,17365.80
2024-11-25,SquareOne,Square One Shopping Centre,Monday,48,0,87.75,85.75,11704.54
2024-11-26,SquareOne,Square One Shopping Centre,Tuesday,48,0,83.25,84.50,12896.98
2024-11-27,SquareOne,Square One Shopping Centre,Wednesday,48,0,83.00,82.50,16245.23
2024-11-28,SquareOne,Square One Shopping Centre,Thursday,48,0,86.50,86.25,14794.35
2024-11-29,SquareOne,Square One Shopping Centre,Friday,48,1,96.25,96.25,19024.56
2024-11-30,SquareOne,Square One Shopping Centre,Saturday,48,0,91.00,89.25,18341.99
2024-12-01,SquareOne,Square One Shopping Centre,Sunday,48,0,96.00,96.25,14447.39
2024-12-02,SquareOne,Square One Shopping Centre,Monday,49,1,91.25,91.00,19525.53
2024-12-03,SquareOne,Square One Shopping Centre,Tuesday,49,1,95.75,98.75,18608.31
2024-12-04,SquareOne,Square One Shopping Centre,Wednesday,49,0,82.50,84.00,14033.60
2024-12-05,SquareOne,Square One Shopping Centre,Thursday,49,0,86.75,86.25,15746.63
2024-12-06,SquareOne,Square One Shopping Centre,Friday,49,1,104.00,103.25,22036.82
2024-12-07,SquareOne,Square One Shopping Centre,Saturday,49,0,93.00,92.50,18407.05
2024-12-08,SquareOne,Square One Shopping Centre,Sunday,49,0,90.00,90.75,18526.07
2024-12-09,SquareOne,Square One Shopping Centre,Monday,50,0,85.50,88.00,15125.33
2024-12-10,SquareOne,Square One Shopping Centre,Tuesday,50,0,85.25,86.00,13683.01
2024-12-11,SquareOne,Square One Shopping Centre,Wednesday,50,0,81.00,81.75,13369.14
2024-12-12,SquareOne,Square One Shopping Centre,Thursday,50,0,90.75,91.00,14356.87
2024-12-13,SquareOne,Square One Shopping Centre,Friday,50,0,86.00,87.75,16747.11
2024-12-14,SquareOne,Square One Shopping Centre,Saturday,50,1,109.25,107.75,24797.63
2024-12-15,SquareOne,Square One Shopping Centre,Sunday,50,0,95.00,92.75,20079.76
2024-12-16,SquareOne,Square One Shopping Centre,Monday,51,0,80.50,80.00,16058.15
2024-12-17,SquareOne,Square One Shopping Centre,Tuesday,51,0,82.00,82.25,12991.80
2024-12-18,SquareOne,Square One Shopping Centre,Wednesday,51,0,84.25,83.25,14610.92
2024-12-19,SquareOne,Square One Shopping Centre,Thursday,51,0,85.00,85.25,13510.06
2024-12-20,SquareOne,Square One Shopping Centre,Friday,51,0,92.25,92.50,18585.28
2024-12-21,SquareOne,Square One Shopping Centre,Saturday,51,0,97.00,99.00,19826.94
2024-12-22,SquareOne,Square One Shopping Centre,Sunday,51,0,92.25,92.00,19789.33
2024-12-23,SquareOne,Square One Shopping Centre,Monday,52,0,87.00,88.50,15567.28
2024-12-24,SquareOne,Square One Shopping Centre,Tuesday,52,0,82.00,82.00,16403.88
2024-12-25,SquareOne,Square One Shopping Centre,Wednesday,52,0,80.75,80.50,13313.38
2024-12-26,SquareOne,Square One Shopping Centre,Thursday,52,0,84.25,84.50,15559.41
2024-12-27,SquareOne,Square One Shopping Centre,Friday,52,0,92.50,95.50,16851.56
2024-12-28,SquareOne,Square One Shopping Centre,Saturday,52,0,99.00,100.75,17784.19
2024-12-29,SquareOne,Square One Shopping Centre,Sunday,52,0,94.25,94.50,17203.70
2024-12-30,SquareOne,Square One Shopping Centre,Monday,1,0,81.75,82.25,15948.75
2024-12-31,SquareOne,Square One Shopping Centre,Tuesday,1,0,88.50,89.25,15029.60
2025-01-01,SquareOne,Square One Shopping Centre,Wednesday,1,0,84.25,84.25,17556.59
2025-01-02,SquareOne,Square One Shopping Centre,Thursday,1,0,85.50,87.00,14163.38
2025-01-03,SquareOne,Square One Shopping Centre,Friday,1,0,86.25,86.75,17424.46
2025-01-04,SquareOne,Square One Shopping Centre,Saturday,1,1,111.25,109.50,29300.03
2025-01-05,SquareOne,Square One Shopping Centre,Sunday,1,0,99.00,97.50,17757.29
2025-01-06,SquareOne,Square One Shopping Centre,Monday,2,0,86.50,87.00,16006.38
2025-01-07,SquareOne,Square One Shopping Centre,Tuesday,2,0,81.25,81.50,14800.27
2025-01-08,SquareOne,Square One Shopping Centre,Wednesday,2,0,91.25,92.75,16162.26
2025-01-09,SquareOne,Square One Shopping Centre,Thursday,2,0,89.75,89.75,17310.53
2025-01-10,SquareOne,Square One Shopping Centre,Friday,2,0,87.00,86.50,16467.35
2025-01-11,SquareOne,Square One Shopping Centre,Saturday,2,0,102.75,103.50,18905.60
2025-01-12,SquareOne,Square One Shopping Centre,Sunday,2,0,95.25,95.50,19017.34
2025-01-13,SquareOne,Square One Shopping Centre,Monday,3,0,80.50,78.50,14636.15
2025-01-14,SquareOne,Square One Shopping Centre,Tuesday,3,0,89.00,89.25,16266.15
2025-01-15,SquareOne,Square One Shopping Centre,Wednesday,3,0,84.00,84.25,14369.68
2025-01-16,SquareOne,Square One Shopping Centre,Thursday,3,0,89.25,90.25,16745.54
2025-01-17,SquareOne,Square One Shopping Centre,Friday,3,0,92.00,90.00,15912.61
2025-01-18,SquareOne,Square One Shopping Centre,Saturday,3,1,114.50,115.00,23544.20
2025-01-19,SquareOne,Square One Shopping Centre,Sunday,3,0,86.50,86.00,19059.39
2025-01-20,SquareOne,Square One Shopping Centre,Monday,4,0,84.00,85.25,13513.26
2025-01-21,SquareOne,Square One Shopping Centre,Tuesday,4,0,84.25,84.75,14252.00
2025-01-22,SquareOne,Square One Shopping Centre,Wednesday,4,0,83.25,80.25,14633.58
2025-01-23,SquareOne,Square One Shopping Centre,Thursday,4,1,105.75,104.00,23097.78
2025-01-24,SquareOne,Square One Shopping Centre,Friday,4,1,105.75,106.00,22728.36
2025-01-25,SquareOne,Square One Shopping Centre,Saturday,4,0,96.00,97.00,20204.18
2025-01-26,SquareOne,Square One Shopping Centre,Sunday,4,0,100.50,99.25,19538.83
2025-01-27,SquareOne,Square One Shopping Centre,Monday,5,0,84.25,85.00,14906.34
2025-01-28,SquareOne,Square One Shopping Centre,Tuesday,5,0,82.00,82.00,13341.78
2025-01-29,SquareOne,Square One Shopping Centre,Wednesday,5,0,89.50,90.50,17272.76
2025-01-30,SquareOne,Square One Shopping Centre,Thursday,5,0,87.25,87.75,14413.03
2025-01-31,SquareOne,Square One Shopping Centre,Friday,5,0,97.75,96.25,17285.45
2025-02-01,SquareOne,Square One Shopping Centre,Saturday,5,0,104.00,106.00,21750.81
2025-02-02,SquareOne,Square One Shopping Centre,Sunday,5,0,96.75,97.50,16901.13
2025-02-03,SquareOne,Square One Shopping Centre,Monday,6,1,89.25,90.25,19598.44
2025-02-04,SquareOne,Square One Shopping Centre,Tuesday,6,0,90.25,90.00,16833.82
2025-02-05,SquareOne,Square One Shopping Centre,Wednesday,6,0,91.50,90.25,17162.66
2025-02-06,SquareOne,Square One Shopping Centre,Thursday,6,0,91.00,92.00,17679.84
2025-02-07,SquareOne,Square One Shopping Centre,Friday,6,0,92.25,93.00,15778.68
2025-02-08,SquareOne,Square One Shopping Centre,Saturday,6,0,99.75,101.25,19367.71
2025-02-09,SquareOne,Square One Shopping Centre,Sunday,6,0,95.00,96.50,20557.53
2025-02-10,SquareOne,Square One Shopping Centre,Monday,7,1,102.75,102.00,21884.56
2025-02-11,SquareOne,Square One Shopping Centre,Tuesday,7,0,83.00,83.50,15421.05
2025-02-12,SquareOne,Square One Shopping Centre,Wednesday,7,0,94.50,94.75,17598.48
2025-02-13,SquareOne,Square One Shopping Centre,Thursday,7,0,88.50,86.25,11709.16
2025-02-14,SquareOne,Square One Shopping Centre,Friday,7,0,86.25,86.25,17011.43
2025-02-15,SquareOne,Square One Shopping Centre,Saturday,7,0,95.50,96.50,22251.38
2025-02-16,SquareOne,Square One Shopping Centre,Sunday,7,1,110.25,107.75,24985.86
2025-02-17,SquareOne,Square One Shopping Centre,Monday,8,1,96.00,96.75,16746.78
2025-02-18,SquareOne,Square One Shopping Centre,Tuesday,8,0,89.50,91.75,15638.48
2025-02-19,SquareOne,Square One Shopping Centre,Wednesday,8,0,88.50,88.25,16084.63
2025-02-20,SquareOne,Square One Shopping Centre,Thursday,8,0,92.50,94.00,15023.16
